Registro;Versão;Data;Hora;Evento;Info;Descrição;
005227;08.08;15/01/25;12:28:06;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005228;08.08;15/01/25;12:28:06;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005229;08.08;15/01/25;12:45:29;PWN Internal Log                ;_A0_03_03_03_03;????;
005230;08.08;15/01/25;12:45:52;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005231;08.08;15/01/25;12:45:56;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005232;08.08;15/01/25;12:45:56;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005233;08.08;15/01/25;13:03:19;PWN Internal Log                ;_A0_03_03_03_03;????;
005234;08.08;15/01/25;13:03:42;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005235;08.08;15/01/25;13:03:45;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005236;08.08;15/01/25;13:03:46;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005237;08.08;15/01/25;13:21:08;PWN Internal Log                ;_A0_03_03_03_03;????;
005238;08.08;15/01/25;13:21:31;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005239;08.08;15/01/25;13:21:35;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005240;08.08;15/01/25;13:21:35;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005241;08.08;15/01/25;13:38:58;PWN Internal Log                ;_A0_03_03_03_03;????;
005242;08.08;15/01/25;13:39:21;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005243;08.08;15/01/25;13:39:25;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005244;08.08;15/01/25;13:39:25;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005245;08.08;15/01/25;13:56:48;PWN Internal Log                ;_A0_03_03_03_03;????;
005246;08.08;15/01/25;13:57:11;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005247;08.08;15/01/25;13:57:14;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005248;08.08;15/01/25;13:57:15;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005249;08.08;15/01/25;14:14:37;PWN Internal Log                ;_A0_03_03_03_03;????;
005250;08.08;15/01/25;14:15:00;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005251;08.08;15/01/25;14:15:04;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005252;08.08;15/01/25;14:15:04;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005253;08.08;15/01/25;14:32:27;PWN Internal Log                ;_A0_03_03_03_03;????;
005254;08.08;15/01/25;14:32:50;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005255;08.08;15/01/25;14:32:54;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005256;08.08;15/01/25;14:32:54;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005257;08.08;15/01/25;14:50:17;PWN Internal Log                ;_A0_03_03_03_03;????;
005258;08.08;15/01/25;14:50:40;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005259;08.08;15/01/25;14:50:43;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005260;08.08;15/01/25;14:50:43;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005261;08.08;15/01/25;15:08:06;PWN Internal Log                ;_A0_03_03_03_03;????;
005262;08.08;15/01/25;15:08:29;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005263;08.08;15/01/25;15:08:33;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005264;08.08;15/01/25;15:08:33;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005265;08.08;15/01/25;15:25:56;PWN Internal Log                ;_A0_03_03_03_03;????;
005266;08.08;15/01/25;15:26:19;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005267;08.08;15/01/25;15:26:23;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005268;08.08;15/01/25;15:26:23;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005269;08.08;15/01/25;15:43:46;PWN Internal Log                ;_A0_03_03_03_03;????;
005270;08.08;15/01/25;15:44:09;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005271;08.08;15/01/25;15:44:12;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005272;08.08;15/01/25;15:44:12;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005273;08.08;15/01/25;16:01:35;PWN Internal Log                ;_A0_03_03_03_03;????;
005274;08.08;15/01/25;16:01:58;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005275;08.08;15/01/25;16:02:02;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005276;08.08;15/01/25;16:02:02;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005277;08.08;15/01/25;16:19:25;PWN Internal Log                ;_A0_03_03_03_03;????;
005278;08.08;15/01/25;16:19:48;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005279;08.08;15/01/25;16:19:52;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005280;08.08;15/01/25;16:19:52;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005281;08.08;15/01/25;16:37:14;PWN Internal Log                ;_A0_03_03_03_03;????;
005282;08.08;15/01/25;16:37:38;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005283;08.08;15/01/25;16:37:41;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005284;08.08;15/01/25;16:37:41;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005285;08.08;15/01/25;16:55:04;PWN Internal Log                ;_A0_03_03_03_03;????;
005286;08.08;15/01/25;16:55:27;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005287;08.08;15/01/25;16:55:31;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005288;08.08;15/01/25;16:55:31;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005289;08.08;15/01/25;17:12:54;PWN Internal Log                ;_A0_03_03_03_03;????;
005290;08.08;15/01/25;17:13:17;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005291;08.08;15/01/25;17:13:21;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005292;08.08;15/01/25;17:13:21;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005293;08.08;15/01/25;17:30:43;PWN Internal Log                ;_A0_03_03_03_03;????;
005294;08.08;15/01/25;17:31:06;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005295;08.08;15/01/25;17:31:10;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005296;08.08;15/01/25;17:31:10;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005297;08.08;15/01/25;17:48:33;PWN Internal Log                ;_A0_03_03_03_03;????;
005298;08.08;15/01/25;17:48:56;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005299;08.08;15/01/25;17:49:00;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005300;08.08;15/01/25;17:49:00;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005301;08.08;15/01/25;18:06:23;PWN Internal Log                ;_A0_03_03_03_03;????;
005302;08.08;15/01/25;18:06:46;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005303;08.08;15/01/25;18:06:49;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005304;08.08;15/01/25;18:06:50;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005305;08.08;15/01/25;18:24:12;PWN Internal Log                ;_A0_03_03_03_03;????;
005306;08.08;15/01/25;18:24:35;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005307;08.08;15/01/25;18:24:39;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005308;08.08;15/01/25;18:24:39;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005309;08.08;15/01/25;18:42:02;PWN Internal Log                ;_A0_03_03_03_03;????;
005310;08.08;15/01/25;18:42:25;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005311;08.08;15/01/25;18:42:29;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005312;08.08;15/01/25;18:42:29;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005313;08.08;15/01/25;18:59:52;PWN Internal Log                ;_A0_03_03_03_03;????;
005314;08.08;15/01/25;19:00:15;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005315;08.08;15/01/25;19:00:18;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005316;08.08;15/01/25;19:00:18;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005317;08.08;15/01/25;19:17:41;PWN Internal Log                ;_A0_03_03_03_03;????;
005318;08.08;15/01/25;19:18:04;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005319;08.08;15/01/25;19:18:08;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005320;08.08;15/01/25;19:18:08;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005321;08.08;15/01/25;19:35:31;PWN Internal Log                ;_A0_03_03_03_03;????;
005322;08.08;15/01/25;19:35:54;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005323;08.08;15/01/25;19:35:58;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005324;08.08;15/01/25;19:35:58;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005325;08.08;15/01/25;19:53:31;PWN Internal Log                ;_A0_03_03_03_03;????;
005326;08.08;15/01/25;19:53:54;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005327;08.08;15/01/25;19:53:58;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005328;08.08;15/01/25;19:53:58;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005329;08.08;15/01/25;20:11:21;PWN Internal Log                ;_A0_03_03_03_03;????;
005330;08.08;15/01/25;20:11:44;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005331;08.08;15/01/25;20:11:48;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005332;08.08;15/01/25;20:11:48;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005333;08.08;15/01/25;20:29:10;PWN Internal Log                ;_A0_03_03_03_03;????;
005334;08.08;15/01/25;20:29:34;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005335;08.08;15/01/25;20:29:37;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005336;08.08;15/01/25;20:29:37;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005337;08.08;15/01/25;20:47:00;PWN Internal Log                ;_A0_03_03_03_03;????;
005338;08.08;15/01/25;20:47:23;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005339;08.08;15/01/25;20:47:27;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005340;08.08;15/01/25;20:47:27;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005341;08.08;15/01/25;21:04:50;PWN Internal Log                ;_A0_03_03_03_03;????;
005342;08.08;15/01/25;21:05:13;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005343;08.08;15/01/25;21:05:17;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005344;08.08;15/01/25;21:05:17;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005345;08.08;15/01/25;21:15:02;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005346;08.08;15/01/25;21:22:47;PWN Internal Log                ;_A0_03_03_03_03;????;
005347;08.08;15/01/25;21:23:10;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005348;08.08;15/01/25;21:23:14;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005349;08.08;15/01/25;21:23:14;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005350;08.08;15/01/25;21:29:20;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005351;08.08;15/01/25;21:40:45;PWN Internal Log                ;_A0_03_03_03_03;????;
005352;08.08;15/01/25;21:41:08;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005353;08.08;15/01/25;21:41:12;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005354;08.08;15/01/25;21:41:12;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005355;08.08;15/01/25;21:58:35;PWN Internal Log                ;_A0_03_03_03_03;????;
005356;08.08;15/01/25;21:58:58;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005357;08.08;15/01/25;21:59:01;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005358;08.08;15/01/25;21:59:02;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005359;08.08;15/01/25;22:16:24;PWN Internal Log                ;_A0_03_03_03_03;????;
005360;08.08;15/01/25;22:16:47;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005361;08.08;15/01/25;22:16:51;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005362;08.08;15/01/25;22:16:51;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005363;08.08;15/01/25;22:34:14;PWN Internal Log                ;_A0_03_03_03_03;????;
005364;08.08;15/01/25;22:34:37;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005365;08.08;15/01/25;22:34:41;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005366;08.08;15/01/25;22:34:41;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005367;08.08;15/01/25;22:52:04;PWN Internal Log                ;_A0_03_03_03_03;????;
005368;08.08;15/01/25;22:52:27;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005369;08.08;15/01/25;22:52:30;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005370;08.08;15/01/25;22:52:30;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005371;08.08;15/01/25;23:09:53;PWN Internal Log                ;_A0_03_03_03_03;????;
005372;08.08;15/01/25;23:10:16;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005373;08.08;15/01/25;23:10:20;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005374;08.08;15/01/25;23:10:20;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005375;08.08;15/01/25;23:27:43;PWN Internal Log                ;_A0_03_03_03_03;????;
005376;08.08;15/01/25;23:28:04;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005377;08.08;15/01/25;23:28:04;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005378;08.08;15/01/25;23:45:26;PWN Internal Log                ;_A0_03_03_03_03;????;
005379;08.08;15/01/25;23:45:49;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005380;08.08;15/01/25;23:45:53;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005381;08.08;15/01/25;23:45:53;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005382;08.08;16/01/25;00:03:16;PWN Internal Log                ;_A0_03_03_03_03;????;
005383;08.08;16/01/25;00:03:39;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005384;08.08;16/01/25;00:03:43;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005385;08.08;16/01/25;00:03:43;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005386;08.08;16/01/25;00:21:06;PWN Internal Log                ;_A0_03_03_03_03;????;
005387;08.08;16/01/25;00:21:29;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005388;08.08;16/01/25;00:21:32;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005389;08.08;16/01/25;00:21:33;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005390;08.08;16/01/25;00:38:55;PWN Internal Log                ;_A0_03_03_03_03;????;
005391;08.08;16/01/25;00:39:18;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005392;08.08;16/01/25;00:39:22;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005393;08.08;16/01/25;00:39:22;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005394;08.08;16/01/25;00:56:45;PWN Internal Log                ;_A0_03_03_03_03;????;
005395;08.08;16/01/25;00:57:08;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005396;08.08;16/01/25;00:57:12;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005397;08.08;16/01/25;00:57:12;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005398;08.08;16/01/25;01:14:35;PWN Internal Log                ;_A0_03_03_03_03;????;
005399;08.08;16/01/25;01:14:58;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005400;08.08;16/01/25;01:15:01;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005401;08.08;16/01/25;01:15:01;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005402;08.08;16/01/25;01:32:24;PWN Internal Log                ;_A0_03_03_03_03;????;
005403;08.08;16/01/25;01:32:47;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005404;08.08;16/01/25;01:32:51;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
