Registro;Versão;Data;Hora;Evento;Info;Descrição;
004096;08.08;08/01/25;20:33:06;PWN Internal Log                ;_A0_03_03_03_03;????;
004097;08.08;08/01/25;20:33:29;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004098;08.08;08/01/25;20:33:33;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004099;08.08;08/01/25;20:33:33;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004100;08.08;08/01/25;20:50:56;PWN Internal Log                ;_A0_03_03_03_03;????;
004101;08.08;08/01/25;20:51:19;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004102;08.08;08/01/25;20:51:23;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004103;08.08;08/01/25;20:51:23;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004104;08.08;08/01/25;21:08:45;PWN Internal Log                ;_A0_03_03_03_03;????;
004105;08.08;08/01/25;21:09:08;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004106;08.08;08/01/25;21:09:12;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004107;08.08;08/01/25;21:09:12;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004108;08.08;08/01/25;21:26:35;PWN Internal Log                ;_A0_03_03_03_03;????;
004109;08.08;08/01/25;21:26:58;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004110;08.08;08/01/25;21:27:02;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004111;08.08;08/01/25;21:27:02;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004112;08.08;08/01/25;21:44:25;PWN Internal Log                ;_A0_03_03_03_03;????;
004113;08.08;08/01/25;21:44:48;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004114;08.08;08/01/25;21:44:51;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004115;08.08;08/01/25;21:44:52;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004116;08.08;08/01/25;22:02:14;PWN Internal Log                ;_A0_03_03_03_03;????;
004117;08.08;08/01/25;22:02:37;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004118;08.08;08/01/25;22:02:41;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004119;08.08;08/01/25;22:02:41;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004120;08.08;08/01/25;22:20:04;PWN Internal Log                ;_A0_03_03_03_03;????;
004121;08.08;08/01/25;22:20:27;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004122;08.08;08/01/25;22:20:31;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004123;08.08;08/01/25;22:20:31;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004124;08.08;08/01/25;22:37:54;PWN Internal Log                ;_A0_03_03_03_03;????;
004125;08.08;08/01/25;22:38:17;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004126;08.08;08/01/25;22:38:20;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004127;08.08;08/01/25;22:38:21;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004128;08.08;08/01/25;22:55:43;PWN Internal Log                ;_A0_03_03_03_03;????;
004129;08.08;08/01/25;22:56:06;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004130;08.08;08/01/25;22:56:10;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004131;08.08;08/01/25;22:56:10;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004132;08.08;08/01/25;23:13:33;PWN Internal Log                ;_A0_03_03_03_03;????;
004133;08.08;08/01/25;23:13:56;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004134;08.08;08/01/25;23:14:00;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004135;08.08;08/01/25;23:14:00;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004136;08.08;08/01/25;23:31:23;PWN Internal Log                ;_A0_03_03_03_03;????;
004137;08.08;08/01/25;23:31:46;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004138;08.08;08/01/25;23:31:49;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004139;08.08;08/01/25;23:31:49;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004140;08.08;08/01/25;23:49:12;PWN Internal Log                ;_A0_03_03_03_03;????;
004141;08.08;08/01/25;23:49:35;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004142;08.08;08/01/25;23:49:39;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004143;08.08;08/01/25;23:49:39;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004144;08.08;09/01/25;00:07:02;PWN Internal Log                ;_A0_03_03_03_03;????;
004145;08.08;09/01/25;00:07:25;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004146;08.08;09/01/25;00:07:29;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004147;08.08;09/01/25;00:07:29;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004148;08.08;09/01/25;00:24:52;PWN Internal Log                ;_A0_03_03_03_03;????;
004149;08.08;09/01/25;00:25:15;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004150;08.08;09/01/25;00:25:18;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004151;08.08;09/01/25;00:25:18;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004152;08.08;09/01/25;00:42:41;PWN Internal Log                ;_A0_03_03_03_03;????;
004153;08.08;09/01/25;00:43:04;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004154;08.08;09/01/25;00:43:08;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004155;08.08;09/01/25;00:43:08;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004156;08.08;09/01/25;01:00:31;PWN Internal Log                ;_A0_03_03_03_03;????;
004157;08.08;09/01/25;01:00:52;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004158;08.08;09/01/25;01:00:52;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004159;08.08;09/01/25;01:18:14;PWN Internal Log                ;_A0_03_03_03_03;????;
004160;08.08;09/01/25;01:18:38;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004161;08.08;09/01/25;01:18:41;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004162;08.08;09/01/25;01:18:41;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004163;08.08;09/01/25;01:36:04;PWN Internal Log                ;_A0_03_03_03_03;????;
004164;08.08;09/01/25;01:36:27;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004165;08.08;09/01/25;01:36:31;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004166;08.08;09/01/25;01:36:31;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004167;08.08;09/01/25;01:53:54;PWN Internal Log                ;_A0_03_03_03_03;????;
004168;08.08;09/01/25;01:54:17;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004169;08.08;09/01/25;01:54:21;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004170;08.08;09/01/25;01:54:21;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004171;08.08;09/01/25;02:11:43;PWN Internal Log                ;_A0_03_03_03_03;????;
004172;08.08;09/01/25;02:12:06;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004173;08.08;09/01/25;02:12:10;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004174;08.08;09/01/25;02:12:10;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004175;08.08;09/01/25;02:29:33;PWN Internal Log                ;_A0_03_03_03_03;????;
004176;08.08;09/01/25;02:29:56;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004177;08.08;09/01/25;02:30:00;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004178;08.08;09/01/25;02:30:00;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004179;08.08;09/01/25;02:47:23;PWN Internal Log                ;_A0_03_03_03_03;????;
004180;08.08;09/01/25;02:47:46;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004181;08.08;09/01/25;02:47:49;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004182;08.08;09/01/25;02:47:50;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004183;08.08;09/01/25;03:05:12;PWN Internal Log                ;_A0_03_03_03_03;????;
004184;08.08;09/01/25;03:05:35;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004185;08.08;09/01/25;03:05:39;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004186;08.08;09/01/25;03:05:39;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004187;08.08;09/01/25;03:23:02;PWN Internal Log                ;_A0_03_03_03_03;????;
004188;08.08;09/01/25;03:23:25;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004189;08.08;09/01/25;03:23:29;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004190;08.08;09/01/25;03:23:29;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004191;08.08;09/01/25;03:40:52;PWN Internal Log                ;_A0_03_03_03_03;????;
004192;08.08;09/01/25;03:41:15;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004193;08.08;09/01/25;03:41:18;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004194;08.08;09/01/25;03:41:19;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004195;08.08;09/01/25;03:58:42;PWN Internal Log                ;_A0_03_03_03_03;????;
004196;08.08;09/01/25;03:59:05;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004197;08.08;09/01/25;03:59:09;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004198;08.08;09/01/25;03:59:09;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004199;08.08;09/01/25;04:16:32;PWN Internal Log                ;_A0_03_03_03_03;????;
004200;08.08;09/01/25;04:16:55;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004201;08.08;09/01/25;04:16:58;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004202;08.08;09/01/25;04:16:58;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004203;08.08;09/01/25;04:34:21;PWN Internal Log                ;_A0_03_03_03_03;????;
004204;08.08;09/01/25;04:34:44;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004205;08.08;09/01/25;04:34:48;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004206;08.08;09/01/25;04:34:48;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004207;08.08;09/01/25;04:35:54;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004208;08.08;09/01/25;04:52:19;PWN Internal Log                ;_A0_03_03_03_03;????;
004209;08.08;09/01/25;04:52:42;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004210;08.08;09/01/25;04:52:46;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004211;08.08;09/01/25;04:52:46;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004212;08.08;09/01/25;05:10:08;PWN Internal Log                ;_A0_03_03_03_03;????;
004213;08.08;09/01/25;05:10:32;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004214;08.08;09/01/25;05:10:35;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004215;08.08;09/01/25;05:10:35;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004216;08.08;09/01/25;05:27:58;PWN Internal Log                ;_A0_03_03_03_03;????;
004217;08.08;09/01/25;05:28:21;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004218;08.08;09/01/25;05:28:25;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004219;08.08;09/01/25;05:28:25;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004220;08.08;09/01/25;05:45:48;PWN Internal Log                ;_A0_03_03_03_03;????;
004221;08.08;09/01/25;05:46:11;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004222;08.08;09/01/25;05:46:15;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004223;08.08;09/01/25;05:46:15;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004224;08.08;09/01/25;06:03:37;PWN Internal Log                ;_A0_03_03_03_03;????;
004225;08.08;09/01/25;06:04:00;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004226;08.08;09/01/25;06:04:04;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004227;08.08;09/01/25;06:04:04;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004228;08.08;09/01/25;06:21:27;PWN Internal Log                ;_A0_03_03_03_03;????;
004229;08.08;09/01/25;06:21:50;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004230;08.08;09/01/25;06:21:54;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004231;08.08;09/01/25;06:21:54;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004232;08.08;09/01/25;06:39:17;PWN Internal Log                ;_A0_03_03_03_03;????;
004233;08.08;09/01/25;06:39:40;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004234;08.08;09/01/25;06:39:44;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004235;08.08;09/01/25;06:39:44;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004236;08.08;09/01/25;06:57:06;PWN Internal Log                ;_A0_03_03_03_03;????;
004237;08.08;09/01/25;06:57:29;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004238;08.08;09/01/25;06:57:33;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004239;08.08;09/01/25;06:57:33;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004240;08.08;09/01/25;07:14:56;PWN Internal Log                ;_A0_03_03_03_03;????;
004241;08.08;09/01/25;07:15:19;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004242;08.08;09/01/25;07:15:23;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004243;08.08;09/01/25;07:15:23;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004244;08.08;09/01/25;07:32:46;PWN Internal Log                ;_A0_03_03_03_03;????;
004245;08.08;09/01/25;07:33:09;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004246;08.08;09/01/25;07:33:12;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004247;08.08;09/01/25;07:33:13;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004248;08.08;09/01/25;07:50:35;PWN Internal Log                ;_A0_03_03_03_03;????;
004249;08.08;09/01/25;07:50:58;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004250;08.08;09/01/25;07:51:02;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004251;08.08;09/01/25;07:51:02;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004252;08.08;09/01/25;08:08:43;PWN Internal Log                ;_A0_03_03_03_03;????;
004253;08.08;09/01/25;08:09:06;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004254;08.08;09/01/25;08:09:10;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004255;08.08;09/01/25;08:09:10;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004256;08.08;09/01/25;08:26:58;PWN Internal Log                ;_A0_03_03_03_03;????;
004257;08.08;09/01/25;08:27:21;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004258;08.08;09/01/25;08:27:25;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004259;08.08;09/01/25;08:27:25;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004260;08.08;09/01/25;08:44:58;PWN Internal Log                ;_A0_03_03_03_03;????;
004261;08.08;09/01/25;08:45:21;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004262;08.08;09/01/25;08:45:24;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004263;08.08;09/01/25;08:45:24;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004264;08.08;09/01/25;09:03:41;PWN Internal Log                ;_A0_03_03_03_03;????;
004265;08.08;09/01/25;09:04:04;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004266;08.08;09/01/25;09:04:08;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004267;08.08;09/01/25;09:04:08;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004268;08.08;09/01/25;09:21:41;PWN Internal Log                ;_A0_03_03_03_03;????;
004269;08.08;09/01/25;09:22:04;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004270;08.08;09/01/25;09:22:07;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004271;08.08;09/01/25;09:22:07;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004272;08.08;09/01/25;09:40:10;PWN Internal Log                ;_A0_03_03_03_03;????;
004273;08.08;09/01/25;09:40:33;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004274;08.08;09/01/25;09:40:37;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004275;08.08;09/01/25;09:40:37;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004276;08.08;09/01/25;09:58:21;PWN Internal Log                ;_A0_03_03_03_03;????;
004277;08.08;09/01/25;09:58:44;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004278;08.08;09/01/25;09:58:48;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004279;08.08;09/01/25;09:58:48;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004280;08.08;09/01/25;10:16:11;PWN Internal Log                ;_A0_03_03_03_03;????;
004281;08.08;09/01/25;10:16:34;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004282;08.08;09/01/25;10:16:37;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004283;08.08;09/01/25;10:16:37;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004284;08.08;09/01/25;10:34:13;PWN Internal Log                ;_A0_03_03_03_03;????;
004285;08.08;09/01/25;10:34:36;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004286;08.08;09/01/25;10:34:39;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004287;08.08;09/01/25;10:34:39;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004288;08.08;09/01/25;10:52:02;PWN Internal Log                ;_A0_03_03_03_03;????;
004289;08.08;09/01/25;10:52:25;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004290;08.08;09/01/25;10:52:29;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004291;08.08;09/01/25;10:52:29;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004292;08.08;09/01/25;11:09:52;PWN Internal Log                ;_A0_03_03_03_03;????;
004293;08.08;09/01/25;11:10:15;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004294;08.08;09/01/25;11:10:19;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004295;08.08;09/01/25;11:10:19;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004296;08.08;09/01/25;11:27:42;PWN Internal Log                ;_A0_03_03_03_03;????;
004297;08.08;09/01/25;11:28:05;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004298;08.08;09/01/25;11:28:08;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004299;08.08;09/01/25;11:28:08;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004300;08.08;09/01/25;11:45:31;PWN Internal Log                ;_A0_03_03_03_03;????;
004301;08.08;09/01/25;11:45:54;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004302;08.08;09/01/25;11:45:58;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004303;08.08;09/01/25;11:45:58;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004304;08.08;09/01/25;12:03:21;PWN Internal Log                ;_A0_03_03_03_03;????;
004305;08.08;09/01/25;12:03:44;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004306;08.08;09/01/25;12:03:48;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004307;08.08;09/01/25;12:03:48;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004308;08.08;09/01/25;12:21:10;PWN Internal Log                ;_A0_03_03_03_03;????;
004309;08.08;09/01/25;12:21:34;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004310;08.08;09/01/25;12:21:37;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004311;08.08;09/01/25;12:21:37;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004312;08.08;09/01/25;12:39:00;PWN Internal Log                ;_A0_03_03_03_03;????;
004313;08.08;09/01/25;12:39:23;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004314;08.08;09/01/25;12:39:27;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004315;08.08;09/01/25;12:39:27;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004316;08.08;09/01/25;12:56:50;PWN Internal Log                ;_A0_03_03_03_03;????;
004317;08.08;09/01/25;12:57:13;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004318;08.08;09/01/25;12:57:17;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004319;08.08;09/01/25;12:57:17;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004320;08.08;09/01/25;13:15:08;PWN Internal Log                ;_A0_03_03_03_03;????;
004321;08.08;09/01/25;13:15:32;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004322;08.08;09/01/25;13:15:35;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004323;08.08;09/01/25;13:15:35;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004324;08.08;09/01/25;13:33:59;PWN Internal Log                ;_A0_03_03_03_03;????;
004325;08.08;09/01/25;13:34:22;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004326;08.08;09/01/25;13:34:26;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004327;08.08;09/01/25;13:34:26;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004328;08.08;09/01/25;13:53:04;PWN Internal Log                ;_A0_03_03_03_03;????;
004329;08.08;09/01/25;13:53:27;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004330;08.08;09/01/25;13:53:31;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
